Naziv projekta,Fond,Šifra operativnog programa,Operativni program,NUTSII,Županija,Korisnik,Osobni identifikacijski broj,Datum ugovaranja,Zaključni datum provedbe aktivnosti,Bespovratna sredstva,Ukupno prihvatljivi troškovi,,,,,
Forum projektno intervencijsko-implementacijskog partnerstva (PIIP) za Lokalno partnerstvo za zapošljavanje Grada Zagreba – PIIP Forum ,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,GRAD ZAGREB,Institut za razvoj tržišta rada ,71692128259,08.12.2014,08.08.2016,"229.309,64 €","241.607,49 €",,,,,
Wings Project (Projekt – Krila) - Regionalni centar za provođenje specijalističkog obrazovanja za zračne luke,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,GRAD ZAGREB,Zračna luka Zagreb d.o.o ,60482636839,06.12.2013,06.12.2014,"1.026.622,47 €","1.346.213,66 €",,,,,
Črnkas - Črnomerec poslovni klub ,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,GRAD ZAGREB,Grad Zagreb ,61817894937,25.02.2015,25.05.2016,"521.137,78 €","562.540,81 €",,,,,
Nove vještine danas za posao sutra,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,GRAD ZAGREB,CENTAR MLADIH 'RIBNJAK' ,45058007791,12.07.2011,12.07.2012,"697.867,39 €","821.020,51 €",,,,,
„Pripremite se za posao“ – lokalna inicijativa razvoja zapošljavanja,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,GRAD ZAGREB,Tecumviva društvo s ograničenom odgovornošću za usluge ,20110794859,18.02.2015,18.07.2016,"618.091,42 €","686.158,39 €",,,,,
Potpora socijalnoj uključenosti i integraciji na tržište rada žena koje su preživjele obiteljsko nasilje te druge oblike rodno uvjetovanog nasilja,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,AUTONOMNA ŽENSKA KUĆA ZAGREB - ŽENE PROTIV NASILJA NAD ŽENAMA ,25904655993,03.12.2010,03.12.2011,"861.610,28 €","1.013.778,44 €",,,,,
Vrata prema tržištu rada za društveno marginalizirane skupine ,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Centar za civilne inicijative ,39316442148,03.12.2010,03.12.2011,"599.078,05 €","704.797,68 €",,,,,
Žene na tržištu rada,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Hrvatski zavod za zapošljavanje ,91547293790,26.02.2009,22.08.2012,"6.675.079,95 €","6.675.079,95 €",,,,,
Višerazinska podrška promociji socijalnog uključivanja i zapošljavanja osoba s posebnim potrebama te marginaliziranih skupina,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,"""ĆAKULA KROZ ŽIVOT"" Split",74676678754,03.12.2010,03.12.2011,"818.631,50 €","963.095,85 €",,,,,
Zajedno smo jači – Pakt za zapošljavanje – „STEP“,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Ženska grupa Karlovac „KORAK“ ,18417943057,16.11.2010,16.11.2011,"980.587,55 €","1.153.632,43 €",,,,,
AQUA-AGRO,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Prirodoslovna škola Karlovac ,78360781271,18.10.2013,18.10.2014,"1.124.181,96 €","1.352.969,01 €",,,,,
„Sunčana mehatronika“ - Usavršavanje „Specijalist mehatronike za solarne sustave“,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,TEHNIČKA ŠKOLA KARLOVAC ,46181162283,23.12.2013,23.12.2014,"1.083.979,37 €","1.215.632,32 €",,,,,
Poticanje zapošljavanja mladih kroz razvoj ruralnog turizma,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Sveučilište u Zadru ,10839679016,02.05.2011,02.05.2012,"918.312,16 €","1.081.257,71 €",,,,,
Tehnologija električnih strojeva s trajnim magnetom za povećanje energetske učinkovitosti u električnoj vuči i brodskoj propulziji,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Continental Croatia,KARLOVAČKA,Sveučilište u Zagrebu Fakultet elektrotehnike i računarstva ,57029260362,08.04.2013,08.04.2015,"1.818.760,07 €","2.141.229,16 €",,,,,
Kompetencijska mreža zasnovana na informacijsko-komunikacijskim tehnologijama za inovativne usluge namijenjene osobama sa složenim komunikacijskim potrebama,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Continental Croatia,KARLOVAČKA,Sveučilište u Zagrebu Fakultet elektrotehnike i računarstva ,57029260362,29.03.2013,29.03.2015,"4.210.720,01 €","5.876.790,02 €",,,,,
Aditivne tehnologije za mala i srednje velika poduzeća,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Continental Croatia,KARLOVAČKA,FAKULTET STROJARSTVA I BRODOGRADNJE SVEUČILIŠTA U ZAGREBU ,22910368449,29.03.2013,29.03.2015,"4.226.742,89 €","5.001.470,66 €",,,,,
"Razvoj infrastrukture za osiguranje uvjeta za istraživanja, transfer tehnologije i inovacije u Karlovcu",Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Continental Croatia,KARLOVAČKA,Veleučilište u Karlovcu ,62820859976,20.10.2010,20.04.2012,"7.629.530,98 €","7.966.514,52 €",,,,,
Ekološki uokvirite svoj okoliš - novi materijali i tehnologije za eko-prijateljsku proizvodnju okvira za slike i drvenog namještaja,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Continental Croatia,KARLOVAČKA,ART d.o.o. za proizvodnju slikarske opreme i turistička agencija ,53212735983,19.06.2013,19.12.2014,"1.436.403,37 €","1.692.275,38 €",,,,,
Ubrzana identifikacija stanica u kliničkoj primjeni,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Continental Croatia,KARLOVAČKA,Institut Ruđer Bošković ,69715301002,19.03.2013,19.03.2015,"4.069.748,15 €","4.834.578,50 €",,,,,
Unapređenje energetske učinkovitosti pilane Bišćan,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Continental Croatia,KARLOVAČKA,BIŠĆAN proizvodno-uslužni obrt ,32436076260,19.06.2013,19.12.2014,"1.508.869,31 €","1.806.380,11 €",,,,,
Eko-standardizacija i modernizacija opreme za usluge održavanja sustava ubrizgavanja goriva za gospodarska i privatna vozila,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Continental Croatia,KARLOVAČKA,"Servis za popravak i održavanje Bosch pumpi, sapnica i sklopova motora, Miroslav Tržok",51489973884,19.06.2013,19.02.2014,"435.459,93 €","512.305,84 €",,,,,
Pretvaranje otpada u modernu eko odjeću,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Continental Croatia,KARLOVAČKA,SVIJET DEKORA d.o.o. ,64651746464,19.06.2013,19.12.2014,"1.478.243,60 €","1.798.131,12 €",,,,,
Zapošljavanje slijepih osoba – prednost ili nedostatak,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,HRVATSKA UDRUGA ZA ŠKOLOVANJE PASA VODIČA I MOBILITET ,84108603042,03.12.2010,03.12.2011,"638.391,24 €","759.989,60 €",,,,,
Vijeće za tržište rada Karlovačke županije – radovi u tijeku!,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,"Hrvatski zavod za zapošljavanje, Područni ured Karlovac",91547293790,09.10.2013,09.10.2014,"199.715,33 €","229.162,81 €",,,,,
Diploma nije dovoljna,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,"Hrvatski zavod za zapošljavanje, Područni ured Karlovac",91547293790,21.09.2012,21.03.2014,"1.074.173,86 €","1.199.122,39 €",,,,,
Garancija za SVE mlade,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Mreža mladih Hrvatske ,25858858563,10.02.2014,10.08.2015,"765.856,85 €","917.303,73 €",,,,,
AGRONET -Regionalna mreža obrazovnih ustanova u poljoprivredi,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Gospodarska škola Čakovec ,38837480958,05.11.2010,05.11.2011,"1.865.731,95 €","2.205.878,40 €",,,,,
Mreža obrazovnih ustanova za uspostavljanje EU standarda u seoskom turizmu,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Pučko otvoreno učilište Samobor ,37111215032,22.10.2010,22.10.2011,"861.247,00 €","1.037.646,96 €",,,,,
"Modernizacija obrazovnog programa za zanimanje mljekar-sirar, MOTO",Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Prirodoslovna škola Karlovac ,78360781271,05.11.2010,05.11.2011,"1.076.394,82 €","1.266.495,89 €",,,,,
Prema punim potencijalima – Volontiranje osnažuje ljude i zajednice,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Mreža mladih Hrvatske ,25858858563,10.03.2014,10.09.2015,"919.066,98 €","1.177.837,96 €",,,,,
MEDINFO – Razvoj kurikuluma za Interdisciplinarni poslijediplomski specijalistički studij medicinske informatike,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,"Fakultet organizacije i informatike, Sveučilište u Zagrebu",2024882310,27.06.2013,18.02.2015,"932.424,80 €","1.287.168,42 €",,,,,
"Razvoj elemenata kvalifikacija, programa i kurikuluma u dijelu računalne kompetencije u osnovnoškolskom obrazovanju",Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Hrvatska akademska i istraživačka mreža - CARNet ,58101996540,27.06.2013,18.02.2015,"3.043.845,72 €","3.346.356,37 €",,,,,
Vještine za zapošljavanje u turizmu i ugostiteljstvu ,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,British Council ,1,27.05.2013,27.11.2014,"819.115,34 €","1.103.185,60 €",,,,,
"„Znam, radim, živim - Profesionalna rehabilitacija osoba s invaliditetom“",Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,GENEZA d. o. o. za obrazovanje odraslih i ostala obrazovanja ,22668360735,29.03.2013,29.03.2014,"721.583,34 €","816.917,65 €",,,,,
Razvoj nacionalnog standarda kvalifikacije za učitelje kao podloge za uvođenje sustava licenciranja učitelja,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Nacionalni centar za vanjsko vrednovanje obrazovanja ,94833993984,27.06.2013,18.02.2015,"1.766.221,02 €","2.576.168,33 €",,,,,
Edukacija kao priprema za posao u ukrasnoj hortikulturi,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Sveučilište u Zagrebu Agronomski fakultet ,76023745044,21.08.2013,21.02.2015,"1.551.537,05 €","1.633.196,90 €",,,,,
Zadruga SDDH,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,SAVEZ DRUŠTAVA DISTROFIČARA HRVATSKE ,8465235935,05.04.2013,05.04.2014,"738.278,47 €","943.969,43 €",,,,,
Stručnom potporom do obrazovanja za sve,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Centar inkluzivne potpore IDEM ,22240978017,21.08.2013,21.02.2015,"1.129.089,89 €","1.190.520,77 €",,,,,
Modernizacija kurikuluma hrvatskih turističkih i ugostiteljskih strukovnih škola – formula uspjeha,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,"Škola za turizam, ugostiteljstvo i trgovinu Pula",30822226445,21.09.2012,21.09.2013,"1.526.967,32 €","1.676.328,18 €",,,,,
Modernizacija školskih kurikuluma u strukovnim školama u području proizvodnje hrane: „Zdrava radna mjesta za zdravu hranu“,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Prirodoslovna škola Karlovac ,78360781271,21.09.2012,21.09.2013,"1.115.820,69 €","1.214.168,32 €",,,,,
Primjena računalnih tehnologija (CAD i CNC ) u strojarstvu sukladno potrebama regionalnog / lokalnog gospodarstva,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Tehnička škola Čakovec ,59339790065,21.09.2012,21.09.2013,"774.691,55 €","903.325,05 €",,,,,
Znanje za sve,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Veleučilište Varaždin ,87862136009,05.11.2010,05.11.2011,"1.620.669,05 €","1.929.367,94 €",,,,,
VIP asistencija - osobni asistent za osobe oštećena vida,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,HRVATSKI SAVEZ SLIJEPIH ,49466521634,17.03.2014,17.09.2015,"1.105.322,01 €","1.251.780,31 €",,,,,
Djeca za budućnost – učenje u Krnjaku i Vojniću iz multikulturne perspektive,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,OSNOVNA ŠKOLA KATARINE ZRINSKI ,3074102318,21.08.2013,21.02.2015,"1.087.590,35 €","1.235.898,14 €",,,,,
Podrška uključivanju djece s teškoćama u razvoju u redovne vrtiće u Hrvatskoj,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Hrvatska udruga za ranu intervenciju u djetinjstvu ,61696311437,21.08.2013,21.02.2015,"940.942,25 €","1.414.312,72 €",,,,,
"Svi za jednoga, jedan za sve",Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Centar za odgoj i obrazovanje djece i mladeži Karlovac ,82252820597,21.08.2013,21.02.2015,"1.864.363,69 €","1.973.916,04 €",,,,,
Multidimenzionalna analiza socijalne uključenosti djece s teškoćama i studenata s invaliditetom u obrazovnom procesu,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Hrvatski savez gluhoslijepih osoba Dodir ,48953641019,21.08.2013,21.11.2014,"1.030.442,70 €","1.304.522,94 €",,,,,
Razvoj mobilne podrške usluga za slijepe osobe u Hrvatskoj,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Hrvatska udruga za školovanje pasa vodiča i mobilitet ,84108603042,27.08.2013,27.02.2015,"1.452.333,41 €","1.647.196,80 €",,,,,
"Preuzmite kontrolu, a mi ćemo skrb - nove usluge skrbi za djecu za tražitelje/ice zaposlenja",Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Ženska grupa Karlovac „Korak“ ,18417943057,28.06.2013,28.12.2014,"1.520.079,61 €","1.782.457,36 €",,,,,
Partnerstvo za promjene i razvoj na lokalnom tržištu rada,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,"Ženska grupa Karlovac ""KORAK""",18417943057,29.11.2013,29.07.2015,"1.777.470,77 €","1.914.552,71 €",,,,,
Okusi sira – Podrška malim proizvođačima sira,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,Veleučilište u Karlovcu ,62820859976,11.02.2015,11.10.2016,"1.409.110,14 €","1.511.110,04 €",,,,,
Klub za zapošljavanje mladih Karlovac,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KARLOVAČKA,"CARPE DIEM udruga za poticanje i razvoj kreativnih i socijalnih potencijala djece, mladih i odraslih",75807908806,02.03.2015,02.07.2016,"527.067,07 €","604.370,24 €",,,,,
MZOCD – Moje zaposlenje u organizaciji civilnog društva,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,"""GONG""",61867710134,02.05.2011,02.05.2012,"644.743,48 €","758.521,77 €",,,,,
Stručno osposobljavanje i usavršavanje zavarivača plinom i elektrozavarivača,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,OBRTNIČKO UČILIŠTE POUKA ,60946902901,23.12.2013,23.12.2014,"489.871,59 €","543.396,09 €",,,,,
Stepenica više u IT edukaciji,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,Pučko otvoreno učilište Vinkovci ,39899258094,18.10.2013,18.10.2014,"1.148.184,68 €","1.521.378,94 €",,,,,
EzaE - Obrazovanje za zapošljavanje,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,Centar za šljivu i kesten ,60844350083,18.10.2013,18.10.2014,"1.002.804,04 €","1.148.555,77 €",,,,,
Mreža informatičkih škola pri ustanovama za trajnu naobrazbu u ruralnim i semiurbanim sredinama,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,Pučko otvoreno učilište Križevci ,69478236897,05.11.2010,05.11.2011,"1.313.928,86 €","1.571.309,30 €",,,,,
Izgradnja kapaciteta lokalnih ustanova za obrazovanje odraslih u provedbi obrazovanja za programere mobilnih aplikacija,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,Pučko otvoreno učilište Algebra ,75935351143,18.10.2013,18.10.2014,"1.104.586,49 €","1.173.968,02 €",,,,,
Višerazinska podrška promociji socijalnog uključivanja i zapošljavanja osoba s posebnim potrebama te marginaliziranih skupina,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,"""ĆAKULA KROZ ŽIVOT"" Split",74676678754,03.12.2010,03.12.2011,"818.631,50 €","963.095,85 €",,,,,
Novo sutra za zajednicu Roma Đurđevac,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,Centar za socijalnu skrb Đurđevac ,46724675241,09.06.2011,09.06.2012,"645.015,46 €","898.350,18 €",,,,,
Žene na tržištu rada,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,Hrvatski zavod za zapošljavanje ,91547293790,26.02.2009,22.08.2012,"6.675.079,95 €","6.675.079,95 €",,,,,
Potpora socijalnoj uključenosti i integraciji na tržište rada žena koje su preživjele obiteljsko nasilje te druge oblike rodno uvjetovanog nasilja,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,AUTONOMNA ŽENSKA KUĆA ZAGREB - ŽENE PROTIV NASILJA NAD ŽENAMA ,25904655993,03.12.2010,03.12.2011,"861.610,28 €","1.013.778,44 €",,,,,
"Nove vještine za nove prilike zaposlenja

",Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,"Instruktažni centar, društvo s ograničenom odgovornošću za obrazovanje, istraživanje i razvoj",39852648199,26.01.2011,26.01.2012,"758.001,48 €","891.766,48 €",,,,,
Ubrzana identifikacija stanica u kliničkoj primjeni,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,Institut Ruđer Bošković ,69715301002,19.03.2013,19.03.2015,"4.069.748,15 €","4.834.578,50 €",,,,,
Tehnologija električnih strojeva s trajnim magnetom za povećanje energetske učinkovitosti u električnoj vuči i brodskoj propulziji,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,Sveučilište u Zagrebu Fakultet elektrotehnike i računarstva ,57029260362,08.04.2013,08.04.2015,"1.818.760,07 €","2.141.229,16 €",,,,,
Kompetencijska mreža zasnovana na informacijsko-komunikacijskim tehnologijama za inovativne usluge namijenjene osobama sa složenim komunikacijskim potrebama,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,Sveučilište u Zagrebu Fakultet elektrotehnike i računarstva ,57029260362,29.03.2013,29.03.2015,"4.210.720,01 €","5.876.790,02 €",,,,,
Mobilnošću do zaposlenja,Europski socijani fond,HR,Razvoj ljudskih potencijala,Continental Croatia,KOPRIVNIČKO-KRIŽEVAČKA,"INSTRUKTAŽNI CENTAR društvo s ograničenom odgovornošću za obrazovanje, istraživanje i razvoj",39852648199,10.06.2011,10.06.2012,"760.617,82 €","894.844,44 €",,,,,
